epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
166,1394.77945638,0.0,83,5,11.5703168,0.64863033,0.11675346,c2a85fbf566a0d3f629a211ed868fef9bd6e4b03d141acac4e0ae4b120723c3b
167,1395.54515585,0.0,83,5,11.57666949,0.64889786,0.11680161,43f5bff9c5127d0c025441640eb91f99fac33892f153218ac687f28742568d18
168,1396.31117101,0.0,83,5,11.58302479,0.64916539,0.11684977,64b9f1c4eacfc8da30f01a48a8b66283d1c22e8c6236d7cef6325b86c2aab089
169,1397.07750188,0.0,83,5,11.58938272,0.64943294,0.11689793,78b44b4401574d97052881ac5854126326fa7e0810b542a96eb0c64449c0511b
170,1397.84414848,0.0,83,5,11.59574327,0.64970051,0.11694609,73e183891d0e5c0e7cd2062fdfe14c41162260b34ab13f309246ad39f1007293
171,1398.61111081,0.0,83,5,11.60210643,0.64996808,0.11699425,d6e1d91496a8ac1695e9f63f1975ce26b603d2d49e35d57a906fda251b38f62d
172,1399.3783889,0.0,83,5,11.60847222,0.65023567,0.11704242,f6e3700cd50c43bde7d1e54d45a33e586e21bf535b82a35dc1f8be31dce604ba
173,1400.14598276,0.0,83,5,11.61484063,0.65050327,0.11709059,bcc605ddfc9c485c9b66562d3368ff40e65b8c978d2b35c0a420752b012fb7b0
174,1400.91389241,0.0,83,5,11.62121166,0.65077089,0.11713876,604511cb70a05bd9339eabbf710bf191dd055e2c28fcaae770c0c7116a8423d6
175,1401.68211785,0.0,83,5,11.62758531,0.65103851,0.11718693,b9f451c00238133bd1817165dcea5f3724f6cf39ad53bb591f045bc64a5a77d6
176,1402.45065911,0.0,83,5,11.63396158,0.65130615,0.11723511,2f190a16f3f5f1b504e53c8440119fa50ad410a2fa3e79083ece2ee19f5162a6
177,1403.21951619,0.0,83,5,11.64034047,0.6515738,0.11728328,6c895cfe1be0326a66177e9d8263d51753bf13b6825cebfb748c1550cbae94aa
178,1403.98868911,0.0,83,5,11.64672198,0.65184146,0.11733146,e25e9203a8479b732807913f386008cc9e1362c7ecc306309b046e5614037ef0
179,1404.7581779,0.0,83,5,11.65310612,0.65210914,0.11737965,f0f8bd1c6bd7fb7927276fea8d563a839fe1b31a750a3fc4d8f59f1086ff5a82
180,1405.52798255,0.0,83,5,11.65949288,0.65237682,0.11742783,da427c786322f0ac93a40f3db7174204d4a7f18caec9d9b7e36e9501f8400815
181,1406.29810308,0.0,83,5,11.66588226,0.65264452,0.11747601,5dab3cfc3fa7a2d2137afff8884b099f297ca42dc9a2786dfa692727110b863a
182,1407.06853951,0.0,83,5,11.67227426,0.65291223,0.1175242,7085982a2abbc6b485188ff20ac06611995a7ddd4f6df22f61b7b4bcd2f6d615
183,1407.83929185,0.0,83,5,11.67866888,0.65317995,0.11757239,c50c661ac0b4ce9c8999f65d732a43b42aefe1debb295b8183b3cd7f48026747
184,1408.61036011,0.0,83,5,11.68506612,0.65344768,0.11762058,1eef4a68d8c2b56aa2b2fd8d8241cc0b7311bf5efd32efb27fdbff31e87dd50c
185,1409.38174431,0.0,83,5,11.69146599,0.65371542,0.11766878,ef58a3a3e523b15a9fbd574fcb352ec04ff7ee4973340cb76d94111c98db28d2
186,1410.15344445,0.0,83,5,11.69786848,0.65398317,0.11771697,f6e03e1f71363a91436457fdf30b6f0a66de397cafbfd82c19b7ca0736928ce7
187,1410.92546055,0.0,83,5,11.70427359,0.65425093,0.11776517,4a5c2eaca2b3b2bd63529e76ae6d8e5d1ef33f6e4e2ed8b1575d80e18fc6d572
188,1411.69779263,0.0,83,5,11.71068132,0.65451871,0.11781337,8a57ba89f6d947819f5ed3c98ac0f51e1ef17c008b24347bb16caf4d75cae7cf
189,1412.47044069,0.0,83,5,11.71709168,0.65478649,0.11786157,3e9c44ca5a6c88d23ab7c94eebda1e80057e9f43ed3a5c8cfa03ee17638f831f
190,1413.24340475,0.0,83,5,11.72350466,0.65505429,0.11790977,0c3e980da87cab0e9294f61a93b2dc1d6a87e60a1b453c2e6a1e58da6d408bf2
191,1414.01668482,0.0,83,5,11.72992026,0.65532209,0.11795798,63c6330943f04e61f2a9dc433d8326d80aa4028b708c917eae7ec440e3f2ae8d
192,1414.79028091,0.0,83,5,11.73633848,0.65558991,0.11800618,ecfa566dd3e104a5b75d9842a82a3f08dbfa2717d1f976177f6c9da409b7c9e4
193,1415.56419304,0.0,83,5,11.74275933,0.65585774,0.11805439,372900480f4ca965a4512ade14fc5c617ef91204a3deefa7fbcf4ec567ebf2e1
194,1416.33842121,0.0,83,5,11.7491828,0.65612557,0.1181026,037b25deacaf21dfa71bd628f5ba59e933f430f22643d0fc6ae3a9741d4c2101
195,1417.11296545,0.0,83,5,11.7556089,0.65639342,0.11815082,dab37e1a8d60a7ffafea0f3d9ed12a471cbce2d35ca13995631dd26f36c623c8
196,1417.88782575,0.0,83,5,11.76203761,0.65666127,0.11819903,aaf833915f89b63da8bd276c367b94b4de3aa3499f34a844a28da41a95bd5dee
197,1418.66300214,0.0,83,5,11.76846895,0.65692914,0.11824725,00b83e57f5e437be747ac75965cc2091a919af7d3a59340b2e22180f14c8a361
198,1419.43849461,0.0,83,5,11.77490292,0.65719701,0.11829546,cc1f8006283ce6c7655656409894951f32c8f67af34f8e1bc91da2faffb089b6
199,1420.21430319,0.0,83,5,11.78133951,0.6574649,0.11834368,29fada4c750605f62d4e98d67d72ec17e25b0aad9b16a011dc87933ebbd183e5
200,1420.99042788,0.0,83,5,11.78777872,0.65773279,0.1183919,ade614e0888ad5733d886c115743137b4f749f8acdfc331dd2185cf0c7b3dde5
201,1421.76686869,0.0,83,5,11.79422055,0.65800069,0.11844012,a2d37ee4fa3489bd45ca6b36f699fc50dc36acd191aa7aef3176ed536cfaeccb
202,1422.54362565,0.0,83,5,11.80066501,0.65826861,0.11848835,8562cfa88b27a64ac1c75d555a10e786b31ba6295dd0b9928924cd63b5be1dd8
203,1423.32069876,0.0,83,5,11.80711209,0.65853653,0.11853658,558ce03bfebde15f965fb4ab42b8596c94ac1744e16dfd459fd57230ee13191c
204,1424.09808802,0.0,83,5,11.8135618,0.65880446,0.1185848,8a9843efce11b31b929f31279c018cb2943f8b43718a7215cdfa1bb80ba81668
205,1424.87579344,0.0,83,5,11.82001413,0.65907239,0.11863303,507c8819ea711513a6d19e4bbffa81002b1daa642618855ebc2c8602d5ad8f71
206,1425.65381504,0.0,83,5,11.82646909,0.65934034,0.11868126,0136de3cc4b62b09d9b74c93655d625b128a44575e5c99e9fe1a429801600306
207,1426.43215283,0.0,83,5,11.83292666,0.6596083,0.11872949,de6a47600beaddddfc9192b2a6e55c7cb87a254786ad522110e214e1a5402adc
208,1427.21080682,0.0,83,5,11.83938687,0.65987626,0.11877773,8dcf3891582ac397e6aab49a4d3f6d0263a58e14fa8467ea11aa9e32e122d73a
209,1427.98977701,0.0,83,5,11.8458497,0.66014423,0.11882596,d9fdcf465f9c5e8c626394a403ed651489194858d11417ff12c513c55399b2de
210,1428.76906342,0.0,83,5,11.85231515,0.66041221,0.1188742,09f15ee1910776ab4e49c52722d2487189e5ce80a5a9ba2b6ef3d23dccafc9fc
211,1429.54866606,0.0,83,5,11.85878323,0.6606802,0.11892244,f4eac655ad23cecd865d9c09cd27221fe9f43135c1daa940a03daf8f45492eb9
212,1430.32858494,0.0,83,5,11.86525393,0.6609482,0.11897068,22174a722b71578315d8df82684db8ecbb2971fa71979452251da046fa6fb5b9
213,1431.10882006,0.0,83,5,11.87172726,0.6612162,0.11901892,860e73af15d56d6a96f0fe326f331ffac97fa7d654b2c24068509c6ede59a5e9
214,1431.88937143,0.0,83,5,11.87820321,0.66148421,0.11906716,98867446557c5e592dc1d1ebcc8e2b594215d33c57c7c68e791500c47e8c48df
215,1432.67023906,0.0,83,5,11.88468178,0.66175223,0.1191154,aec64881cf9b4aaf336ef8ef369c37e3c70b6bf36f872f1802fecb9317a13782
216,1433.45142297,0.0,83,5,11.89116298,0.66202026,0.11916365,b42a4420f7874146dc26245ccce02ef318cf5c881483389a1d1422110ebf09e6
217,1434.23292315,0.0,83,5,11.89764681,0.66228829,0.11921189,ec411773cfc799bf42de97a9600c0c0d659e686e3a4c22a1fb6d02ebeecd98b5
218,1435.01473962,0.0,83,5,11.90413326,0.66255633,0.11926014,d96db6072affdabc8849efe388f22e9ce5df92767d4f0a469c47a0c3eed72d13
219,1435.79687239,0.0,83,5,11.91062234,0.66282438,0.11930839,29425b4535b0902dae76f1396866f7c9d1a9652010a0c2ef504d77a0c7ea533a
220,1436.57932146,0.0,83,5,11.91711404,0.66309243,0.11935664,e7e67b22e2799f65c9b8422a6cf22bb3e3b64a4d711c45a2756c033c089b2b87
221,1437.36208684,0.0,83,5,11.92360837,0.66336049,0.11940489,1ddca91955f9afa1529143e62d15ee0d65350fffc01ab5373f27241083058040
222,1438.14516854,0.0,83,5,11.93010532,0.66362856,0.11945314,3a32da648428f9b8dba303007d32ea3acb0c91bc5659915a99fd00eee5366d2b
223,1438.92856658,0.0,83,5,11.9366049,0.66389664,0.1195014,82089b6efba6dfb116ea4d9f153cb60d04a94d35308db31abf02b482a072a917
224,1439.71228095,0.0,83,5,11.9431071,0.66416472,0.11954965,a6fc02d1d0e41e29c20276ecfc1b02ec3a1b3f77b754d6bbb896dbdc81768f3a
225,1440.49631165,0.0,83,5,11.94961193,0.6644328,0.1195979,20527053205cf3e41357e90a4b4fd6680481679c532954ee5d28d82e0282dfff
226,1441.28065871,0.0,83,5,11.95611939,0.6647009,0.11964616,d4e674e781c7a429ded90688deedfedb624b642890ab4ecc7ea47cff271ee8e7
227,1442.06532213,0.0,83,5,11.96262947,0.664969,0.11969442,56fbb53803c7e5e0384d1b8e06c6339242954a9da37cc8ae3e426af74009bc55
228,1442.85030191,0.0,83,5,11.96914217,0.6652371,0.11974268,0c9ce2b2c2f4f761964337e399f6881b59cd8b95331bda3aeafcacda99a671cc
229,1443.63559807,0.0,83,5,11.97565751,0.66550522,0.11979094,96915b38a5bcc50b9bfa5ef8af61a5039edadd192bb70c2579281ce1938e9585
230,1444.4212106,0.0,83,5,11.98217546,0.66577333,0.1198392,4f496c7fdeae9315f53a69131b6fd6fb34e1065232793839930c43f7e19e611b
231,1445.20713951,0.0,83,5,11.98869605,0.66604145,0.11988746,2ac0a3fd8dbbb8bc43d67ce84a3ff92cff24711978d49744b32b9c691e9e9b3b
232,1445.99338481,0.0,83,5,11.99521926,0.66630958,0.11993572,de65ad7e3b205d43e43d1e373cfcdc78df4b635418acc1887e43b8518f6ff53f
233,1446.77994652,0.0,83,5,12.00174509,0.66657772,0.11998399,c51d5aa7fcb6d8bab04d0f330ba78107626625954d72ab003610972dcc095459
234,1447.56682463,0.0,83,5,12.00827356,0.66684586,0.12003225,9e3e9f764c8b4d29409ba95ee16df35389999fcfe6be992376f954f23533be06
235,1448.35401915,0.0,83,5,12.01480464,0.667114,0.12008052,84ab786028100164873cd3e5f77da65f9d488ffa3a73da7a156b036c8ae3d581
236,1449.14153009,0.0,83,5,12.02133836,0.66738215,0.12012879,ae504ec1723405605b52b4d5554edd15abda230ad51f8fa888d4a8dc896cf3b5
237,1449.92935744,0.0,83,5,12.0278747,0.6676503,0.12017705,84581e73f2d762059f835122b48312706c154830784b6026968c0cc91d182a35
238,1450.71750122,0.0,83,5,12.03441367,0.66791846,0.12022532,b991587e0145de403bf1b6e45d0084e5b6aed64ceb3f850d80869f8a4dca2327
239,1451.50596143,0.0,83,5,12.04095526,0.66818662,0.12027359,b1ce5c97b12a8e442c5f669df18a7b04988d8f5d10d55163dc6a21bfaf3e5fcd
240,1452.29473808,0.0,83,5,12.04749948,0.66845479,0.12032186,5a4633f3af8b24b7f7bb5bded7385e6127c1eacd6941407e8d7aeaac4b526982
241,1453.08383117,0.0,83,5,12.05404633,0.66872296,0.12037013,55d97604589efab92f008065ce15cdedb054bcd748bfa829fdad9b0185becfbb
242,1453.87324072,0.0,83,5,12.0605958,0.66899114,0.12041841,ce0bd4ef1529dd63023155a8839d7131004f970b791c9b70deab412ba8fdfcc1
243,1454.66296672,0.0,83,5,12.0671479,0.66925932,0.12046668,f5c2c5311cd0c5ec2b0bf91271297726807cdb98b476a7b377870a0b3a711ca3
244,1455.45300917,0.0,83,5,12.07370262,0.6695275,0.12051495,eaafd5872e66c20c5ba7130a1846fd7d25d2771cf62ddc8a0c6e4c47bbfcfa14
245,1456.24336808,0.0,83,5,12.08025998,0.66979569,0.12056322,54f3be34f20b7618b4883319380a7f961f8adb440eaa6cadabb7e13731f637e6
246,1457.03404346,0.0,83,5,12.08681996,0.67006388,0.1206115,f896cd65e535d4457d0115cc0c5134160cbb51585acded5889360fea06c9a6ee
