epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
294,1329.47500644,0.0,20,5,2.65838793,0.23420224,0.04684045,10231cb475b096451d7a6e1597e5a3d1ca8f01d12604cc21ffd84d79e9c0f509
295,1329.75608702,0.0,20,5,2.65895001,0.23423382,0.04684676,84b72552298947e80cabaae4eb326cdb5b81f4cc33b841e40553f5af35eae608
296,1330.0372055,0.0,20,5,2.65951217,0.2342654,0.04685308,38668a0bc61b93463147accc7e0a4bbb8cab1069fbd59871a994eaf8798cb9b8
297,1330.31836188,0.0,20,5,2.66007441,0.23429698,0.0468594,1096bb156efb8127c2b61947f606fe406b4d1fece8ae349aed12d07cf3099e35
298,1330.59955614,0.0,20,5,2.66063672,0.23432855,0.04686571,89d96539cc0373ca657dda5f351cd5d8d29c9e039b26741eb5f6674dc39f3e99
299,1330.88078828,0.0,20,5,2.66119911,0.23436012,0.04687202,4250598975cbc2e81719ce7fa92b1c2d5f1548af9b0c13d39c506b251115bb28
300,1331.16205831,0.0,20,5,2.66176158,0.23439169,0.04687834,3777ca0ca4d3586f7a01d1b8044ce8f622394793d7e67c26e6df12102202a78e
301,1331.44336622,0.0,20,5,2.66232412,0.23442326,0.04688465,6eae645147b3bd9119afdeb7908040e4c825439ac5937f61b7647f0341d6a001
302,1331.724712,0.0,20,5,2.66288673,0.23445482,0.04689096,0b6cb59145cc8a4285856d9ca27b4691502ee27059d67a7ca84f68e632d25071
303,1332.00609566,0.0,20,5,2.66344942,0.23448638,0.04689728,8e8c4b4e2961d86817361b43f5010521511a97a4a8951689c2f09e4908d0512b
304,1332.28751718,0.0,20,5,2.66401219,0.23451793,0.04690359,7a7b6a4708c43504dc70aadeeaf9ea781653a5b800a352a0775796dc648e6f33
305,1332.56897656,0.0,20,5,2.66457503,0.23454948,0.0469099,d35372bf1a99f9918d07083f91e9ab97257785cdd028ecabc00f3559beed1b61
306,1332.8504738,0.0,20,5,2.66513795,0.23458103,0.04691621,a29ee216a99d4e126d8d86132d67c6a0f3665c013c890eac1ee4b09edcabe7e6
307,1333.1320089,0.0,20,5,2.66570095,0.23461258,0.04692252,746c14e17c5227d65269cc1aad671b18e742759b671b15da98a1ac0bf16f4b0a
308,1333.41358184,0.0,20,5,2.66626402,0.23464412,0.04692882,937dc4402cf5033d4e5b3d7a23b92a69285176efae3cf5960f4cd426d29b26db
309,1333.69519262,0.0,20,5,2.66682716,0.23467565,0.04693513,6c2f397da28332f50c0f8866b15e53ef39c6a9c334090545f81edeae533ba843
310,1333.97684125,0.0,20,5,2.66739039,0.23470719,0.04694144,69fb8cee4a2b95c84443bf26fbee0702731116e0312ba109c50b020ed86df836
311,1334.25852771,0.0,20,5,2.66795368,0.23473872,0.04694774,8bfba0a8e3a545d643db690fdcac20d54867e914c3663d58c4a9c79e32549a0a
312,1334.54025201,0.0,20,5,2.66851706,0.23477025,0.04695405,76e2abc7a4ee97ca5bcfb79a8893a8d189d143fdd359f4e97eb2d5be93acf329
313,1334.82201413,0.0,20,5,2.6690805,0.23480177,0.04696035,87539d2841570dd6cc822edc2210479a62419b20630fba4e1026f3dd4359fd41
314,1335.10381408,0.0,20,5,2.66964403,0.23483329,0.04696666,59b02277f7c3e3ed948bb195cd27da1099730663351313bcf7f2cd1799a16d5d
315,1335.38565185,0.0,20,5,2.67020763,0.23486481,0.04697296,2a31ea26dcf8ca4dedd899d2755ca77c087a088fb3ef9702842ee875681fb903
316,1335.66752743,0.0,20,5,2.6707713,0.23489632,0.04697926,9e4eaca6da2ec2e747fb9c7c202203ab801f52d8be1653ad3b026dac4999496f
317,1335.94944083,0.0,20,5,2.67133505,0.23492783,0.04698557,762808b761beec8438ee9d727451f9261ccb2e4908808bac9fbb810019644a24
318,1336.23139204,0.0,20,5,2.67189888,0.23495934,0.04699187,a7fcbf1cfc7665f4075ac2411f90f854069b9053d9f59ed7212c494351a86e5b
319,1336.51338106,0.0,20,5,2.67246278,0.23499085,0.04699817,a04b3b723fbad7ed9c44110ce77c52ebb1b9e870f4ab4bfb37f44b89405b5a34
320,1336.79540788,0.0,20,5,2.67302676,0.23502235,0.04700447,3082b56d6ad91672188f4dd8b7bca4908625e7d900742e26d2c8ff0d41ff5a1b
321,1337.07747249,0.0,20,5,2.67359082,0.23505384,0.04701077,2ad95eec5a650e3b57c300aa498a5e73cdd8b2e09246c840026370d1dfd2d8cf
322,1337.3595749,0.0,20,5,2.67415494,0.23508534,0.04701707,6cc1840b604cf8da56c4cabfa360ac431b2c328afb3dae0db3fd9828991b3a30
323,1337.6417151,0.0,20,5,2.67471915,0.23511683,0.04702337,ee876bdef090b38ea161e692045dd25a909938eda4835cd3cd58650adb7f6d34
324,1337.92389307,0.0,20,5,2.67528343,0.23514831,0.04702966,dbabffe198c3aff2606c868e638586325324f6ec841221cda2607198c59a681a
325,1338.20610883,0.0,20,5,2.67584779,0.2351798,0.04703596,b4ec601dc2ccf303317574d8d3f50d499f984b0e51cc4a2d8c8f52765b8c0404
326,1338.48836237,0.0,20,5,2.67641222,0.23521128,0.04704226,dce06133251dd0776c8b618040a1786a5066a4d17f6dac158c92fdf9a0dde914
327,1338.77065367,0.0,20,5,2.67697672,0.23524275,0.04704855,acd2ffa9b02b644b1dbbefa46aefe9522c046c0c14b3e9eb25e2ecae51566afc
328,1339.05298275,0.0,20,5,2.67754131,0.23527423,0.04705485,d8b6ef0867cb2831153241affe16f39b71f942b3daed9d9b57b74a41b7a403c7
329,1339.33534959,0.0,20,5,2.67810597,0.2353057,0.04706114,7b54036d9d0617895a2178a7969c582176abdca4002c6cfd3d1a0d2d1c957463
330,1339.61775418,0.0,20,5,2.6786707,0.23533716,0.04706743,77ef735dc5b4c228213b91e6df151bab13f5bd9a57c3f4c7cb1c33381aab441a
331,1339.90019654,0.0,20,5,2.67923551,0.23536863,0.04707373,e77ac5f1707ddcd29856e67958b2cc4e215d5b5cdfb5e566ec499cf8c1002a4c
332,1340.18267665,0.0,20,5,2.67980039,0.23540009,0.04708002,a348455ca9ff7c0cb6c8836d01d83ea89f2c82da992e7d0f3a2f075a27baaf53
333,1340.4651945,0.0,20,5,2.68036535,0.23543154,0.04708631,aeaf8733965fdf6838e587326da9a14fd125a017c16ab002e80bd283572ab230
334,1340.74775009,0.0,20,5,2.68093039,0.23546299,0.0470926,e1afb4b59fd964a5941a0efdeb41d8543ec3b50e6b19cb56aaba63bf6d7fc35c
335,1341.03034342,0.0,20,5,2.6814955,0.23549444,0.04709889,22dcf9b3fafb020287d12f9e98479d9d8548827842c07ddc24c013d1ca641984
336,1341.31297449,0.0,20,5,2.68206069,0.23552589,0.04710518,a205c4ae47e9a9550b01b358ecac0430b208803d549e96b5ad73bff7eb6dd8aa
337,1341.59564329,0.0,20,5,2.68262595,0.23555733,0.04711147,bd404987eaacf0d5ae29a2c92a34c43a0ffadbbfa1966059c9daaebfcff75d59
338,1341.87834981,0.0,20,5,2.68319129,0.23558877,0.04711775,c58dd1140402a28550ab1a98eca0975d177356d575f76234a1e7c6b92b919d52
339,1342.16109405,0.0,20,5,2.6837567,0.2356202,0.04712404,c8a687f24f9ea5f54ee01d79060008ec8034746a72e9ff3b05c6f3bc2217e407
340,1342.44387602,0.0,20,5,2.68432219,0.23565164,0.04713033,d9b3c99b309fe3312eae9c5dd9ae640ba4faca54e70b43e23c80c36ee006b9fd
341,1342.72669569,0.0,20,5,2.68488775,0.23568306,0.04713661,722387d99052c0cacac37e8f2bf4c11be921b6d9c1220cacc58a833424a26967
