epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
40,1213.2487545,558.71096834,100,5,12.07435434,5.63220486,0.18111532,61e2a8dd23d8a20ea71b38d7c43bf88fa36327bb56e9c7ae1836478495af6bb8
41,1219.08810432,563.05487104,100,5,12.13248755,5.65736251,0.18198731,62520f4ba2d0a0cb987a3d24527bd8bd43255714751a34ccec4dc0bf1a82c07f
42,1224.95358145,567.41809895,100,5,12.19088104,5.68261391,0.18286322,6b2ed9b5a1f9068af4c78f9c7631a7a3b7b1970a99e9691494a77cc9f6e93722
43,1230.84528371,571.80072329,100,5,12.24953581,5.70795922,0.18374304,8004a62f67b2bb8439c8e81864cc56b279d9e587d033ff69fe829b53694fbd19
44,1236.76330911,576.20281539,100,5,12.30845284,5.73339861,0.18462679,7f81d081c736cdf4d9325d93f69478d4efd2020d963214db5dca5aec76284e76
45,1242.70775585,580.62444668,100,5,12.36763309,5.75893224,0.1855145,79a2b50c4dc0c61e570f70df5aae58c4e0992a593e01bcbb4a25e862daacc9be
46,1248.6787223,585.06568875,100,5,12.42707756,5.78456029,0.18640616,c95cef9c5152c5b7ab07a92248774e477008d979dff3b4d9b98ca78568c7dde8
47,1254.67630701,589.52661326,100,5,12.48678722,5.8102829,0.18730181,f78c24e9f91aaf8e58de0d844358faf6a5caa628ad3018c00968b3eff8823434
48,1260.70060871,594.00729201,100,5,12.54676307,5.83610025,0.18820145,b8854c42e49d74c88bcad7f4e7720a6a6e27f08e178062a5032ce449bceac6a7
49,1266.75172628,598.5077969,100,5,12.60700609,5.86201248,0.18910509,53c9c8cfcffb64df2ef1794c2c6c835cc70e0c3911c705d38327d35d4c6ae32d
50,1272.8297588,603.02819995,100,5,12.66751726,5.88801976,0.19001276,057d61137d66a8c302a4d3b14f0310694f837a2c986884d34b31ef622fe6f7c6
51,1278.9348055,607.56857328,100,5,12.72829759,5.91412224,0.19092446,112dadb105fff5fee989f2e33adbe5b3e290ed02d0f40524a541f24a320d4a80
52,1285.0669658,612.12898912,100,5,12.78934806,5.94032008,0.19184022,dffe4fc7be3022d17af6eb53a6971f9b699bccc59e24708a641de8acb38ee5fc
