epoch,supply,reserve_balance,participants,validators,raw_delta_c,effective_delta_c,reproduction_applied,state_hash
307,1939.52666792,0.0,120,5,23.24531455,1.94929212,0.46783011,986a9e99b84f97badc2111a4fe2687272be71afd283b8b6c1c901a319f557c18
308,1941.9462249,0.0,120,5,23.27432002,1.95125563,0.46830135,9b812af6b0391becedc297ad6c0ec38deeab257804444f5a4b2ed25cd7085ac8
309,1944.36821765,0.0,120,5,23.3033547,1.95321996,0.46877279,b756b11341510c86b75b3c41aac31f0256f48d16fc328f87051484d79c21ec75
310,1946.79264715,0.0,120,5,23.33241861,1.95518508,0.46924442,30e33fffb63a69b762baa5f592e56f99b235ba62d26ea875ef826db5dcae1dfa
311,1949.21951441,0.0,120,5,23.36151177,1.95715102,0.46971624,66e4c3e8af6b6678f9820145ca0bbb089bd17967c94942e1662afb89d91345e2
312,1951.64882042,0.0,120,5,23.39063417,1.95911775,0.47018826,820c63ef47d9182a0c683a4ef5ab23608f4d0407c17b1ec8f77643265fe75621
313,1954.08056615,0.0,120,5,23.41978585,1.96108527,0.47066046,4b1707408d253ab8b162824f6a183f66613c7ffc52a13fd9d8d65baf9af77a55
314,1956.5147526,0.0,120,5,23.44896679,1.96305359,0.47113286,42fa70d083c0ef380f0e17d36d330d9dbc64765265e95fc981ee2db849536e2d
315,1958.95138076,0.0,120,5,23.47817703,1.96502271,0.47160545,949e24605aa60053cbf4731b41450accc8bb351e8e4a4897ef25accb49b6efa8
316,1961.3904516,0.0,120,5,23.50741657,1.96699261,0.47207823,3f83731ab886bac83836c965d64a8d06c7ecf5b002c25ab45c4eddbdb6abe5e0
317,1963.83196608,0.0,120,5,23.53668542,1.96896329,0.47255119,3172f7d1f7254f048e929f670eb987094c9ecb7d534702f2089487892a7b3cdf
318,1966.27592518,0.0,120,5,23.56598359,1.97093476,0.47302434,e0b98c07d64d34e49c69077ba6eac5191e582af4eac982517ba90c1219073f4d
319,1968.72232987,0.0,120,5,23.5953111,1.97290701,0.47349768,98fee27b598cbd5ee965bd71e440930c4d28bb913771820cdb577fff42bbdf79
320,1971.17118111,0.0,120,5,23.62466796,1.97488003,0.47397121,1f067349c8f3b2cc4d33f4866cc19d4f37e3323a4fda1c11b4fd937ffe7cb033
321,1973.62247986,0.0,120,5,23.65405417,1.97685383,0.47444492,88468c9c444de546bc433d34c0c7ff035ac1f57e8609eba51df83a2aae5bfc30
